5.22555,5.45366,44.179,45.091
5.22555,5.45366,44.179,45.091
5.31003,5.47388,44.97,45.626
5.31003,5.47388,44.97,45.626
5.48301,5.60892,46.997,47.501
5.43943,5.4082,45.764,45.639
5.43943,5.4082,45.764,45.639
5.32971,5.18564,43.885,43.309
5.32971,5.18564,43.885,43.309
4.86858,4.51017,37.116,35.682
4.86858,4.51017,37.116,35.682
4.89498,4.46015,37.119,35.379
4.89498,4.46015,37.119,35.379
4.9552,4.74678,38.863,38.029
5.17597,5.01265,41.855,41.201
5.17597,5.01265,41.855,41.201
5.05042,4.97534,40.647,40.346
5.05042,4.97534,40.647,40.346
5.05292,4.72602,39.587,38.279
5.05292,4.72602,39.587,38.279
5.363,5.10438,43.811,42.776
5.363,5.10438,43.811,42.776
5.82808,5.55541,49.641,48.55
6.27964,6.07865,53.402,52.598
6.27964,6.07865,53.402,52.598
6.64028,6.57361,53.133,52.867
6.64028,6.57361,53.133,52.867
7.14249,7.24961,52.786,53.214
7.14249,7.24961,52.786,53.214
7.38376,7.56497,52.638,53.362
7.38376,7.56497,52.638,53.362
8.09671,8.0696,53.054,52.946
8.09671,8.0696,53.054,52.946
8.20759,8.18191,53.051,52.949
8.73092,8.57852,53.305,52.695
8.73092,8.57852,53.305,52.695
8.65584,8.58022,53.151,52.849
8.65584,8.58022,53.151,52.849
9.1415,9.0521,53.179,52.821
9.1415,9.0521,53.179,52.821
9.04861,9.19313,52.711,53.289
9.07671,9.21712,52.719,53.281
9.07671,9.21712,52.719,53.281
8.78945,8.81656,52.946,53.054
8.78945,8.81656,52.946,53.054
8.75661,8.67437,53.164,52.836
8.75661,8.67437,53.164,52.836
8.66291,8.51767,53.29,52.71
8.57432,8.3608,53.427,52.573
8.57432,8.3608,53.427,52.573
8.55687,8.24831,53.617,52.383
8.55687,8.24831,53.617,52.383
8.54282,8.28822,53.509,52.491
8.54282,8.28822,53.509,52.491
8.57629,8.37485,53.403,52.597
8.57629,8.37485,53.403,52.597
8.46523,8.34854,53.233,52.767
8.46523,8.34854,53.233,52.767
8.3999,8.22835,53.343,52.657
8.1735,8.03622,53.275,52.725
8.1735,8.03622,53.275,52.725
7.97904,7.77706,53.404,52.596
7.97904,7.77706,53.404,52.596
7.40747,7.39593,53.023,52.977
7.40747,7.39593,53.023,52.977
6.68843,6.80413,52.769,53.231
6.68843,6.80413,52.769,53.231
5.86933,6.11068,52.391,53.356
5.86933,6.11068,52.391,53.356
5.37714,5.55961,45.901,46.631
5.0702,5.16586,41.637,42.02
5.0702,5.16586,41.637,42.02
4.73434,4.82598,37.365,37.732
4.73434,4.82598,37.365,37.732
4.21549,4.349,30.975,31.509
4.21549,4.349,30.975,31.509
3.63819,3.83364,23.931,24.712
3.63819,3.83364,23.931,24.712
3.26717,3.3376,18.689,18.971
3.26717,3.3376,18.689,18.971
3.08622,2.98197,15.64,15.223
3.05481,2.83861,0,0
3.05481,2.83861,0,0
2.98474,2.73346,0,0
2.98474,2.73346,0,0
2.91441,2.57694,0,0
2.91441,2.57694,0,0
2.6514,2.29317,0,0
2.23134,1.9652,0,0
2.23134,1.9652,0,0
1.81298,1.81808,0,0
1.81298,1.81808,0,0
1.55319,1.50469,0,0
1.55319,1.50469,0,0
1.31756,1.27926,0,0
1.04516,1.00793,0,0
1.04516,1.00793,0,0
0.87853,1.02118,0,0
0.87853,1.02118,0,0
0.84417,1.20194,0,0
0.84417,1.20194,0,0
1.07702,1.2585,0,0
1.07702,1.2585,0,0
1.44705,1.63919,0,0
1.44705,1.63919,0,0
1.96869,2.01567,0,0
1.96869,2.01567,0,0
2.70321,2.93391,0,0
3.43908,3.88599,0,0
3.43908,3.88599,0,0
4.36565,4.87771,0,0
4.36565,4.87771,34.517,36.565
5.38439,5.8764,47.334,49.302
5.38439,5.8764,47.334,49.302
6.40636,6.67894,52.455,53.545
6.40636,6.67894,52.455,53.545
6.90964,7.13963,52.54,53.46
6.63062,6.88754,52.486,53.514
6.63062,6.88754,52.486,53.514
1.32544,1.52983,0,0
1.32544,1.52983,0,0
0.2173,0.32236,0,0
0.2173,0.32236,0,0
-0.94015,-0.95528,0,0
-0.94015,-0.95528,0,0
2.52907,2.57274,0,0
2.52907,2.57274,0,0
1.72742,1.9626,0,0
1.72742,1.9626,0,0
1.72742,1.9626,0,0
1.80778,1.9626,0,0
1.80778,1.9626,0,0
1.80778,1.9626,0,0
1.80778,1.9626,0,0
1.80778,1.9626,0,0
