0.186,0.29796,0,0
0.186,0.29796,0,0
4.08734,4.17173,0,0
4.08734,4.17173,29.139,29.476
4.16081,4.15714,29.688,29.673
4.16081,4.15714,29.688,29.673
3.85744,3.89154,26.009,26.145
3.85744,3.89154,26.009,26.145
3.14323,3.27925,17.404,17.948
3.14323,3.27925,17.404,17.948
2.50616,2.79673,0,0
2.03231,2.26051,0,0
2.03231,2.26051,0,0
1.86506,2.04753,0,0
1.86506,2.04753,0,0
1.97236,2.03249,0,0
1.97236,2.03249,0,0
1.82702,1.85512,0,0
1.82702,1.85512,0,0
1.57306,1.64849,0,0
1.08185,1.22458,0,0
1.08185,1.22458,0,0
0.91504,1.14834,0,0
0.91504,1.14834,0,0
0.83746,1.084,0,0
0.83746,1.084,0,0
0.88757,1.11478,0,0
0.88757,1.11478,0,0
0.88712,1.13519,0,0
0.88712,1.13519,0,0
1.48911,1.55032,0,0
1.54003,1.75812,0,0
1.54003,1.75812,0,0
1.66693,1.92063,0,0
1.66693,1.92063,0,0
1.084,1.63167,0,0
1.084,1.63167,0,0
1.12552,1.6604,0,0
1.12552,1.6604,0,0
1.15675,1.65324,0,0
1.15675,1.65324,0,0
1.38799,1.6638,0,0
1.38799,1.6638,0,0
1.46629,1.51211,0,0
1.60456,1.37475,0,0
1.60456,1.37475,0,0
1.79508,1.40992,0,0
1.79508,1.40992,0,0
2.19375,1.96967,0,0
2.19375,1.96967,0,0
2.20503,2.02909,0,0
2.20503,2.02909,0,0
2.12449,2.20512,0,0
2.12449,2.20512,0,0
1.95768,1.91472,0,0
2.35922,2.37309,0,0
2.35922,2.37309,0,0
2.70142,2.75395,0,0
2.70142,2.75395,0,0
3.18117,3.17213,0,0
3.18117,3.17213,0,0
3.47022,3.5087,0,0
3.47022,3.5087,0,0
3.97226,3.80724,0,0
3.97226,3.80724,0,0
4.33388,4.22963,0,0
4.75761,4.59913,36.576,35.942
4.75761,4.59913,36.576,35.942
5.07458,5.11548,41.455,41.619
5.07458,5.11548,41.455,41.619
5.37213,5.3826,45.092,45.134
5.37213,5.3826,45.092,45.134
5.59755,5.56829,47.776,47.658
5.60507,5.43406,47.257,46.572
5.60507,5.43406,47.257,46.572
5.64865,5.42081,47.562,46.651
5.64865,5.42081,47.562,46.651
5.4405,5.32399,45.408,44.942
5.4405,5.32399,45.408,44.942
5.43119,5.43603,45.816,45.835
5.43119,5.43603,45.816,45.835
5.26081,5.52194,44.768,45.813
5.26501,5.59917,45.138,46.475
5.26501,5.59917,45.138,46.475
5.1894,5.55192,44.303,45.753
5.1894,5.55192,44.303,45.753
5.08237,5.34681,42.523,43.58
5.08237,5.34681,42.523,43.58
5.13024,5.33106,42.853,43.657
5.10894,5.30054,42.544,43.31
5.10894,5.30054,42.544,43.31
