0.526, 0.078, -1.323
0.407, 0.059, -0.918
0.416, 0.039, -0.881
0.439, -0.002, -0.935
0.312, 0.080, -0.909
0.432, -0.025, -0.878
0.425, 0.085, -0.948
0.408, 0.020, -0.958
0.385, 0.052, -0.932
0.386, 0.021, -0.903
0.437, 0.042, -0.966
0.334, 0.023, -0.765
0.446, 0.051, -1.038
0.419, 0.000, -0.910
0.399, 0.025, -0.923
0.375, 0.045, -0.936
0.408, 0.034, -0.934
0.399, 0.015, -0.885
0.369, -0.005, -0.931
0.406, 0.014, -0.981
0.388, 0.004, -0.884
0.379, 0.111, -0.885
0.374, -0.042, -0.925
0.756, -0.291, -1.071
0.380, 0.030, -0.500
0.485, -0.030, -0.834
0.508, 0.040, -1.031
0.800, -0.069, -0.978
0.147, 0.014, -0.819
0.054, 0.285, -0.853
0.586, -0.035, -0.796
0.331, -0.005, -0.488
0.682, 0.059, -0.589
1.279, 0.163, -1.288
0.035, 0.135, -1.172
-0.012, -0.199, -1.007
0.231, -0.034, -0.284
1.145, -0.118, -1.219
0.689, -0.340, -0.555
-0.058, -0.798, -1.110
0.087, 0.582, -0.905
0.486, -0.120, -0.547
-0.166, -0.040, -0.325
0.659, 0.335, -1.182
0.012, 0.559, -1.735
0.253, -0.507, -0.471
0.233, 0.258, -0.708
-0.332, 0.104, -0.685
0.737, -0.169, -1.023
0.160, -0.432, -0.860
0.131, 0.759, -1.127
0.666, -0.406, -0.901
-0.180, -0.013, -0.337
0.808, 0.385, -1.279
0.094, 0.488, -1.407
0.482, -0.593, -0.512
0.367, 0.418, -1.079
-0.122, 0.123, -0.559
0.712, -0.217, -0.961
0.401, -0.396, -0.914
-0.018, 0.643, -0.857
1.205, -0.459, -1.480
-0.102, -0.042, -0.159
0.837, 0.288, -1.145
1.136, 0.133, -0.665
0.212, -0.200, -1.017
0.204, 0.127, -1.164
0.308, 0.095, -0.259
1.030, -0.201, -1.675
0.469, -0.227, -0.112
0.498, -0.429, -1.542
-0.085, 0.442, -0.697
0.935, -0.379, -1.423
0.267, -0.070, -0.607
0.537, 0.235, -0.562
0.652, 0.042, -0.668
0.602, -0.241, -1.426
0.256, 0.450, -0.958
0.219, 0.000, -0.515
0.527, -0.073, -0.725
0.496, -0.121, -1.128
0.247, 0.055, -0.791
0.459, -0.115, -0.905
0.508, -0.249, -0.923
0.536, -0.154, -0.839
0.506, 0.037, -0.862
0.540, 0.054, -0.837
0.508, 0.072, -0.851
0.385, 0.542, -0.739
0.411, -0.162, -1.036
0.531, 0.061, -0.924
0.519, 0.006, -1.040
0.487, 0.050, -0.915
0.499, 0.085, -0.797
0.396, 0.397, -1.093
0.348, -0.068, -0.620
0.491, 0.199, -1.156
0.449, 0.100, -0.885
0.404, 0.085, -0.855
0.465, -0.022, -0.883
0.414, -0.027, -1.025
0.359, 0.027, -0.897
0.379, 0.025, -0.876
0.411, -0.016, -0.958
0.382, 0.009, -0.885
0.324, 0.013, -0.854
0.364, 0.055, -0.844
0.749, -0.057, -0.863
0.624, -0.007, -0.981
0.595, 0.039, -0.717
0.524, 0.009, -0.680
0.864, -0.185, -0.913
0.878, 0.454, -1.083
0.310, -0.478, -0.511
0.685, 0.361, -1.520
0.018, -0.061, -0.421
0.394, -0.093, -0.945
0.635, -0.093, -0.782
0.174, -0.696, -1.008
-0.078, 0.713, -0.820
0.998, -0.332, -1.339
0.055, 0.065, -0.468
0.742, 0.142, -0.762
1.393, 0.018, -0.855
0.201, -0.175, -1.045
0.162, 0.109, -1.235
0.346, -0.092, -0.234
0.808, -0.045, -1.387
0.622, -0.429, -0.419
0.127, -0.270, -1.175
0.265, -0.015, -1.365
0.607, 0.174, -0.102
0.431, -0.125, -0.059
0.490, 0.432, -0.722
0.514, -0.136, -1.607
-0.003, -0.195, -0.855
0.297, 0.095, -0.270
0.993, -0.144, -1.155
0.731, -0.233, -0.469
0.315, -0.353, -1.274
0.024, 0.595, -0.751
0.629, -0.074, -0.676
-0.149, 0.003, -0.601
0.583, 0.257, -0.697
0.227, 0.687, -1.903
0.025, -0.340, -0.390
0.335, 0.163, -0.868
0.110, 0.010, -0.578
0.656, 0.034, -0.674
0.242, -0.533, -1.153
0.147, 0.695, -0.896
0.871, -0.374, -1.109
-0.229, 0.079, -0.292
0.776, 0.240, -1.158
0.581, 0.491, -1.348
